	study_name	sample_id	NCBI_accession	ftp_urls	url_counts
14584	PasolliE_2019	A44_01_1FE	SRR7658622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658622/SRR7658622.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658622/SRR7658622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658622/SRR7658622_2.fastq.gz	3
14585	PasolliE_2019	A45_02_1FE	SRR7658689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658689/SRR7658689.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658689/SRR7658689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658689/SRR7658689_2.fastq.gz	3
14586	PasolliE_2019	A46_01_1FE	SRR7658674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658674/SRR7658674.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658674/SRR7658674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658674/SRR7658674_2.fastq.gz	3
14587	PasolliE_2019	A46_02_1FE	SRR7658592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658592/SRR7658592.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658592/SRR7658592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658592/SRR7658592_2.fastq.gz	3
14588	PasolliE_2019	A47_01_1FE	SRR7658600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658600/SRR7658600.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658600/SRR7658600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658600/SRR7658600_2.fastq.gz	3
14589	PasolliE_2019	A47_02_1FE	SRR7658650	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658650/SRR7658650.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658650/SRR7658650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658650/SRR7658650_2.fastq.gz	3
14590	PasolliE_2019	A48_01_1FE	SRR7658685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658685/SRR7658685.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658685/SRR7658685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658685/SRR7658685_2.fastq.gz	3
14591	PasolliE_2019	A48_05_1FE	SRR7658594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658594/SRR7658594.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658594/SRR7658594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658594/SRR7658594_2.fastq.gz	3
14592	PasolliE_2019	V48_03_2FE	SRR7658605	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658605/SRR7658605.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658605/SRR7658605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658605/SRR7658605_2.fastq.gz	3
14593	PasolliE_2019	A49_01_1FE	SRR7658598	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658598/SRR7658598.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658598/SRR7658598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658598/SRR7658598_2.fastq.gz	3
14594	PasolliE_2019	V50_01_1FE	SRR7658614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658614/SRR7658614.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658614/SRR7658614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658614/SRR7658614_2.fastq.gz	3
14595	PasolliE_2019	V50_02_1FE	SRR7658625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658625/SRR7658625.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658625/SRR7658625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658625/SRR7658625_2.fastq.gz	3
14596	PasolliE_2019	V50_01_2FE	SRR7658607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658607/SRR7658607.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658607/SRR7658607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658607/SRR7658607_2.fastq.gz	3
14597	PasolliE_2019	A53_01_1FE	SRR7658586	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658586/SRR7658586.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658586/SRR7658586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658586/SRR7658586_2.fastq.gz	3
14598	PasolliE_2019	V53_02_1FE	SRR7658664	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658664/SRR7658664.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658664/SRR7658664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658664/SRR7658664_2.fastq.gz	3
14599	PasolliE_2019	A54_02_1FE	SRR7658591	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658591/SRR7658591.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658591/SRR7658591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658591/SRR7658591_2.fastq.gz	3
14600	PasolliE_2019	V54_01_1FE	SRR7658655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658655/SRR7658655.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658655/SRR7658655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658655/SRR7658655_2.fastq.gz	3
14601	PasolliE_2019	A55_01_1FE	SRR7658579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658579/SRR7658579.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658579/SRR7658579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658579/SRR7658579_2.fastq.gz	3
14602	PasolliE_2019	A55_02_1FE	SRR7658645	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658645/SRR7658645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658645/SRR7658645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658645/SRR7658645_2.fastq.gz	3
14603	PasolliE_2019	A56_01_1FE	SRR7658679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658679/SRR7658679.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658679/SRR7658679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658679/SRR7658679_2.fastq.gz	3
14604	PasolliE_2019	A58_01_1FE	SRR7658681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658681/SRR7658681.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658681/SRR7658681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658681/SRR7658681_2.fastq.gz	3
14605	PasolliE_2019	A58_03_1FE	SRR7658593	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658593/SRR7658593.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658593/SRR7658593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658593/SRR7658593_2.fastq.gz	3
14606	PasolliE_2019	A59_01_1FE	SRR7658660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658660/SRR7658660.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658660/SRR7658660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658660/SRR7658660_2.fastq.gz	3
14607	PasolliE_2019	A62_01_1FE	SRR7658649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658649/SRR7658649.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658649/SRR7658649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658649/SRR7658649_2.fastq.gz	3
14608	PasolliE_2019	A62_03_1FE	SRR7658590	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658590/SRR7658590.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658590/SRR7658590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658590/SRR7658590_2.fastq.gz	3
14609	PasolliE_2019	A66_02_1FE	SRR7658675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658675/SRR7658675.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658675/SRR7658675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658675/SRR7658675_2.fastq.gz	3
14610	PasolliE_2019	A67_01_1FE	SRR7658613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658613/SRR7658613.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658613/SRR7658613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658613/SRR7658613_2.fastq.gz	3
14611	PasolliE_2019	A68_01_1FE	SRR7658662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658662/SRR7658662.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658662/SRR7658662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658662/SRR7658662_2.fastq.gz	3
14612	PasolliE_2019	A69_01_1FE	SRR7658652	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658652/SRR7658652.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658652/SRR7658652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658652/SRR7658652_2.fastq.gz	3
14613	PasolliE_2019	A69_02_1FE	SRR7658658	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658658/SRR7658658.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658658/SRR7658658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658658/SRR7658658_2.fastq.gz	3
14614	PasolliE_2019	A70_01_1FE	SRR7658608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658608/SRR7658608.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658608/SRR7658608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658608/SRR7658608_2.fastq.gz	3
14615	PasolliE_2019	A70_03_1FE	SRR7658587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658587/SRR7658587.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658587/SRR7658587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658587/SRR7658587_2.fastq.gz	3
14616	PasolliE_2019	A72_01_1FE	SRR7658601	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658601/SRR7658601.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658601/SRR7658601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658601/SRR7658601_2.fastq.gz	3
14617	PasolliE_2019	A72_02_1FE	SRR7658629	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658629/SRR7658629.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658629/SRR7658629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658629/SRR7658629_2.fastq.gz	3
14618	PasolliE_2019	A73_01_1FE	SRR7658597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658597/SRR7658597.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658597/SRR7658597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658597/SRR7658597_2.fastq.gz	3
14619	PasolliE_2019	A73_02_1FE	SRR7658639	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658639/SRR7658639.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658639/SRR7658639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658639/SRR7658639_2.fastq.gz	3
14620	PasolliE_2019	A75_02_1FE	SRR7658666	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658666/SRR7658666.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658666/SRR7658666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658666/SRR7658666_2.fastq.gz	3
14621	PasolliE_2019	A79_02_1FE	SRR7658647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658647/SRR7658647.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658647/SRR7658647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658647/SRR7658647_2.fastq.gz	3
14622	PasolliE_2019	A81_01_1FE	SRR7658638	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658638/SRR7658638.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658638/SRR7658638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658638/SRR7658638_2.fastq.gz	3
14623	PasolliE_2019	A81_03_1FE	SRR7658621	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658621/SRR7658621.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658621/SRR7658621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658621/SRR7658621_2.fastq.gz	3
14624	PasolliE_2019	A82_02_1FE	SRR7658612	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658612/SRR7658612.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658612/SRR7658612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658612/SRR7658612_2.fastq.gz	3
14625	PasolliE_2019	A83_02_1FE	SRR7658643	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658643/SRR7658643.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658643/SRR7658643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658643/SRR7658643_2.fastq.gz	3
14626	PasolliE_2019	A85_01_1FE	SRR7658630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658630/SRR7658630.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658630/SRR7658630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658630/SRR7658630_2.fastq.gz	3
14627	PasolliE_2019	A88_02_1FE	SRR7658670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658670/SRR7658670.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658670/SRR7658670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658670/SRR7658670_2.fastq.gz	3
14628	PasolliE_2019	A89_01_1FE	SRR7658659	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658659/SRR7658659.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658659/SRR7658659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658659/SRR7658659_2.fastq.gz	3
14629	PasolliE_2019	A89_02_1FE	SRR7658671	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658671/SRR7658671.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658671/SRR7658671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658671/SRR7658671_2.fastq.gz	3
14630	PasolliE_2019	A90_03_1FE	SRR7658654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658654/SRR7658654.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658654/SRR7658654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658654/SRR7658654_2.fastq.gz	3
14631	PasolliE_2019	A90_04_1FE	SRR7658669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658669/SRR7658669.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658669/SRR7658669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658669/SRR7658669_2.fastq.gz	3
14632	PasolliE_2019	A91_01_1FE	SRR7658623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658623/SRR7658623.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658623/SRR7658623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658623/SRR7658623_2.fastq.gz	3
14633	PasolliE_2019	A91_02_1FE	SRR7658595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658595/SRR7658595.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658595/SRR7658595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658595/SRR7658595_2.fastq.gz	3
14634	PasolliE_2019	A92_01_1FE	SRR7658641	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658641/SRR7658641.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658641/SRR7658641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658641/SRR7658641_2.fastq.gz	3
14635	PasolliE_2019	A93_01_1FE	SRR7658640	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658640/SRR7658640.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658640/SRR7658640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658640/SRR7658640_2.fastq.gz	3
14636	PasolliE_2019	A94_01_1FE	SRR7658582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658582/SRR7658582.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658582/SRR7658582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658582/SRR7658582_2.fastq.gz	3
14637	PasolliE_2019	A94_02_1FE	SRR7658673	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658673/SRR7658673.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658673/SRR7658673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658673/SRR7658673_2.fastq.gz	3
14638	PasolliE_2019	A94_03_1FE	SRR7658656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658656/SRR7658656.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658656/SRR7658656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658656/SRR7658656_2.fastq.gz	3
14639	PasolliE_2019	A95_01_1FE	SRR7658648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658648/SRR7658648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658648/SRR7658648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658648/SRR7658648_2.fastq.gz	3
14640	PehrssonE_2016	SID01B_221	SRR2938595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2938595/SRR2938595.fastq.gz	1
14641	PehrssonE_2016	SID01B_221	SRR2938310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2938310/SRR2938310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2938310/SRR2938310_2.fastq.gz	2
14642	PehrssonE_2016	SID01A_220	SRR2938594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2938594/SRR2938594.fastq.gz	1
14643	PehrssonE_2016	SID01A_220	SRR2938309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2938309/SRR2938309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2938309/SRR2938309_2.fastq.gz	2
14644	PehrssonE_2016	SID09E_519	SRR2938551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2938551/SRR2938551.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2938551/SRR2938551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2938551/SRR2938551_2.fastq.gz	3
14645	PehrssonE_2016	SID09E_519	SRR2938266	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2938266/SRR2938266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2938266/SRR2938266_2.fastq.gz	2
14646	PehrssonE_2016	SID09D_518	SRR2938550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2938550/SRR2938550.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2938550/SRR2938550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2938550/SRR2938550_2.fastq.gz	3
14647	PehrssonE_2016	SID09D_518	SRR2938265	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2938265/SRR2938265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2938265/SRR2938265_2.fastq.gz	2
14648	PehrssonE_2016	SID09C_517	SRR2938549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2938549/SRR2938549.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2938549/SRR2938549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2938549/SRR2938549_2.fastq.gz	3
14649	PehrssonE_2016	SID09C_517	SRR2938264	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2938264/SRR2938264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2938264/SRR2938264_2.fastq.gz	2
14650	PehrssonE_2016	SID09B_516	SRR2938548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2938548/SRR2938548.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2938548/SRR2938548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2938548/SRR2938548_2.fastq.gz	3
14651	PehrssonE_2016	SID09B_516	SRR2938263	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2938263/SRR2938263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2938263/SRR2938263_2.fastq.gz	2
14652	PehrssonE_2016	SID09A_515	SRR2938547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2938547/SRR2938547.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2938547/SRR2938547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2938547/SRR2938547_2.fastq.gz	3
14653	PehrssonE_2016	SID09A_515	SRR2938262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2938262/SRR2938262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2938262/SRR2938262_2.fastq.gz	2
14654	PehrssonE_2016	SID08K_560	SRR2938546	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2938546/SRR2938546.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2938546/SRR2938546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2938546/SRR2938546_2.fastq.gz	3
14655	PehrssonE_2016	SID08K_560	SRR2938261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2938261/SRR2938261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2938261/SRR2938261_2.fastq.gz	2
14656	PehrssonE_2016	SID08I_545	SRR2938545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2938545/SRR2938545.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2938545/SRR2938545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2938545/SRR2938545_2.fastq.gz	3
14657	PehrssonE_2016	SID08I_545	SRR2938260	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2938260/SRR2938260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2938260/SRR2938260_2.fastq.gz	2
14658	PehrssonE_2016	SID08D_572	SRR2938544	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2938544/SRR2938544.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2938544/SRR2938544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2938544/SRR2938544_2.fastq.gz	3
14659	PehrssonE_2016	SID08D_572	SRR2938259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2938259/SRR2938259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2938259/SRR2938259_2.fastq.gz	2
