	study_name	sample_id	NCBI_accession	ftp_urls	url_counts
0	AsnicarF_2017	MV_FEI1_t1Q14	SRR4052021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052021/SRR4052021.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052021/SRR4052021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052021/SRR4052021_2.fastq.gz	3
1	AsnicarF_2017	MV_FEI2_t1Q14	SRR4052022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052022/SRR4052022.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052022/SRR4052022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052022/SRR4052022_2.fastq.gz	3
2	AsnicarF_2017	MV_FEI3_t1Q14	SRR4052033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052033/SRR4052033.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052033/SRR4052033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052033/SRR4052033_2.fastq.gz	3
3	AsnicarF_2017	MV_FEI4_t1Q14	SRR4052038	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/008/SRR4052038/SRR4052038.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/008/SRR4052038/SRR4052038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/008/SRR4052038/SRR4052038_2.fastq.gz	3
4	AsnicarF_2017	MV_FEI4_t2Q15	SRR4052039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/009/SRR4052039/SRR4052039.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/009/SRR4052039/SRR4052039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/009/SRR4052039/SRR4052039_2.fastq.gz	3
5	AsnicarF_2017	MV_FEI5_t1Q14	SRR4052040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/000/SRR4052040/SRR4052040.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/000/SRR4052040/SRR4052040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/000/SRR4052040/SRR4052040_2.fastq.gz	3
6	AsnicarF_2017	MV_FEI5_t2Q14	SRR4052041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052041/SRR4052041.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052041/SRR4052041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052041/SRR4052041_2.fastq.gz	3
7	AsnicarF_2017	MV_FEI5_t3Q15	SRR4052042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052042/SRR4052042.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052042/SRR4052042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052042/SRR4052042_2.fastq.gz	3
8	AsnicarF_2017	MV_FEM1_t1Q14	SRR4052043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052043/SRR4052043.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052043/SRR4052043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052043/SRR4052043_2.fastq.gz	3
9	AsnicarF_2017	MV_FEM2_t1Q14	SRR4052044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052044/SRR4052044.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052044/SRR4052044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052044/SRR4052044_2.fastq.gz	3
10	AsnicarF_2017	MV_FEM3_t1Q14	SRR4052023	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052023/SRR4052023.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052023/SRR4052023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/003/SRR4052023/SRR4052023_2.fastq.gz	3
11	AsnicarF_2017	MV_FEM4_t1Q14	SRR4052024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052024/SRR4052024.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052024/SRR4052024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052024/SRR4052024_2.fastq.gz	3
12	AsnicarF_2017	MV_FEM4_t2Q15	SRR4052025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/005/SRR4052025/SRR4052025.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/005/SRR4052025/SRR4052025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/005/SRR4052025/SRR4052025_2.fastq.gz	3
13	AsnicarF_2017	MV_FEM5_t1Q14	SRR4052026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/006/SRR4052026/SRR4052026.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/006/SRR4052026/SRR4052026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/006/SRR4052026/SRR4052026_2.fastq.gz	3
14	AsnicarF_2017	MV_FEM5_t2Q14	SRR4052027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/007/SRR4052027/SRR4052027.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/007/SRR4052027/SRR4052027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/007/SRR4052027/SRR4052027_2.fastq.gz	3
15	AsnicarF_2017	MV_FEM5_t3Q15	SRR4052028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/008/SRR4052028/SRR4052028.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/008/SRR4052028/SRR4052028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/008/SRR4052028/SRR4052028_2.fastq.gz	3
16	AsnicarF_2017	MV_MIM1_t1M14	SRR4052029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/009/SRR4052029/SRR4052029.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/009/SRR4052029/SRR4052029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/009/SRR4052029/SRR4052029_2.fastq.gz	3
17	AsnicarF_2017	MV_MIM2_t1M14	SRR4052030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/000/SRR4052030/SRR4052030.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/000/SRR4052030/SRR4052030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/000/SRR4052030/SRR4052030_2.fastq.gz	3
18	AsnicarF_2017	MV_MIM3_t1M14	SRR4052031	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052031/SRR4052031.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052031/SRR4052031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/001/SRR4052031/SRR4052031_2.fastq.gz	3
19	AsnicarF_2017	MV_MIM4_t1M14	SRR4052032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052032/SRR4052032.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052032/SRR4052032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/002/SRR4052032/SRR4052032_2.fastq.gz	3
20	AsnicarF_2017	MV_MIM4_t2F15	SRR4052034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052034/SRR4052034.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052034/SRR4052034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/004/SRR4052034/SRR4052034_2.fastq.gz	3
21	AsnicarF_2017	MV_MIM5_t1M14	SRR4052035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/005/SRR4052035/SRR4052035.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/005/SRR4052035/SRR4052035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/005/SRR4052035/SRR4052035_2.fastq.gz	3
22	AsnicarF_2017	MV_MIM5_t2M14	SRR4052036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/006/SRR4052036/SRR4052036.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/006/SRR4052036/SRR4052036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/006/SRR4052036/SRR4052036_2.fastq.gz	3
23	AsnicarF_2017	MV_MIM5_t3F15	SRR4052037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/007/SRR4052037/SRR4052037.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/007/SRR4052037/SRR4052037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR405/007/SRR4052037/SRR4052037_2.fastq.gz	3
24	AsnicarF_2021	SAMEA7041133	ERR4330026	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330026/ERR4330026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330026/ERR4330026_2.fastq.gz	2
25	AsnicarF_2021	SAMEA7041134	ERR4330027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330027/ERR4330027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330027/ERR4330027_2.fastq.gz	2
26	AsnicarF_2021	SAMEA7041135	ERR4330028	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330028/ERR4330028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330028/ERR4330028_2.fastq.gz	2
27	AsnicarF_2021	SAMEA7041136	ERR4330029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330029/ERR4330029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330029/ERR4330029_2.fastq.gz	2
28	AsnicarF_2021	SAMEA7041137	ERR4330030	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330030/ERR4330030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330030/ERR4330030_2.fastq.gz	2
29	AsnicarF_2021	SAMEA7041138	ERR4330031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330031/ERR4330031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330031/ERR4330031_2.fastq.gz	2
30	AsnicarF_2021	SAMEA7041139	ERR4330032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330032/ERR4330032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330032/ERR4330032_2.fastq.gz	2
31	AsnicarF_2021	SAMEA7041140	ERR4330033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330033/ERR4330033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330033/ERR4330033_2.fastq.gz	2
32	AsnicarF_2021	SAMEA7041141	ERR4330034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330034/ERR4330034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330034/ERR4330034_2.fastq.gz	2
33	AsnicarF_2021	SAMEA7041142	ERR4330035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330035/ERR4330035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330035/ERR4330035_2.fastq.gz	2
34	AsnicarF_2021	SAMEA7041143	ERR4330036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330036/ERR4330036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330036/ERR4330036_2.fastq.gz	2
35	AsnicarF_2021	SAMEA7041144	ERR4330037	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330037/ERR4330037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330037/ERR4330037_2.fastq.gz	2
36	AsnicarF_2021	SAMEA7041145	ERR4330038	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330038/ERR4330038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330038/ERR4330038_2.fastq.gz	2
37	AsnicarF_2021	SAMEA7041146	ERR4330039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330039/ERR4330039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330039/ERR4330039_2.fastq.gz	2
38	AsnicarF_2021	SAMEA7041147	ERR4330040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330040/ERR4330040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330040/ERR4330040_2.fastq.gz	2
39	AsnicarF_2021	SAMEA7041148	ERR4330041	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330041/ERR4330041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330041/ERR4330041_2.fastq.gz	2
40	AsnicarF_2021	SAMEA7041149	ERR4330042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330042/ERR4330042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330042/ERR4330042_2.fastq.gz	2
41	AsnicarF_2021	SAMEA7041150	ERR4330043	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330043/ERR4330043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330043/ERR4330043_2.fastq.gz	2
42	AsnicarF_2021	SAMEA7041151	ERR4330044	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330044/ERR4330044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330044/ERR4330044_2.fastq.gz	2
43	AsnicarF_2021	SAMEA7041152	ERR4330045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330045/ERR4330045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330045/ERR4330045_2.fastq.gz	2
44	AsnicarF_2021	SAMEA7041153	ERR4330046	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330046/ERR4330046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330046/ERR4330046_2.fastq.gz	2
45	AsnicarF_2021	SAMEA7041154	ERR4330047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330047/ERR4330047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330047/ERR4330047_2.fastq.gz	2
46	AsnicarF_2021	SAMEA7041155	ERR4330048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330048/ERR4330048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330048/ERR4330048_2.fastq.gz	2
47	AsnicarF_2021	SAMEA7041156	ERR4330049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330049/ERR4330049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330049/ERR4330049_2.fastq.gz	2
48	AsnicarF_2021	SAMEA7041157	ERR4330050	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330050/ERR4330050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330050/ERR4330050_2.fastq.gz	2
49	AsnicarF_2021	SAMEA7041158	ERR4330051	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330051/ERR4330051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330051/ERR4330051_2.fastq.gz	2
50	AsnicarF_2021	SAMEA7041159	ERR4330052	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330052/ERR4330052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330052/ERR4330052_2.fastq.gz	2
51	AsnicarF_2021	SAMEA7041160	ERR4330053	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330053/ERR4330053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330053/ERR4330053_2.fastq.gz	2
52	AsnicarF_2021	SAMEA7041161	ERR4330054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330054/ERR4330054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330054/ERR4330054_2.fastq.gz	2
53	AsnicarF_2021	SAMEA7041162	ERR4330055	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330055/ERR4330055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330055/ERR4330055_2.fastq.gz	2
54	AsnicarF_2021	SAMEA7041163	ERR4330056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330056/ERR4330056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330056/ERR4330056_2.fastq.gz	2
55	AsnicarF_2021	SAMEA7041164	ERR4330057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330057/ERR4330057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330057/ERR4330057_2.fastq.gz	2
56	AsnicarF_2021	SAMEA7041165	ERR4330058	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330058/ERR4330058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330058/ERR4330058_2.fastq.gz	2
57	AsnicarF_2021	SAMEA7041166	ERR4330059	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330059/ERR4330059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330059/ERR4330059_2.fastq.gz	2
58	AsnicarF_2021	SAMEA7041167	ERR4330060	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330060/ERR4330060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330060/ERR4330060_2.fastq.gz	2
59	AsnicarF_2021	SAMEA7041168	ERR4330061	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330061/ERR4330061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330061/ERR4330061_2.fastq.gz	2
60	AsnicarF_2021	SAMEA7041169	ERR4330062	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330062/ERR4330062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330062/ERR4330062_2.fastq.gz	2
61	AsnicarF_2021	SAMEA7041170	ERR4330063	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330063/ERR4330063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330063/ERR4330063_2.fastq.gz	2
62	AsnicarF_2021	SAMEA7041171	ERR4330064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330064/ERR4330064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330064/ERR4330064_2.fastq.gz	2
63	AsnicarF_2021	SAMEA7041172	ERR4330065	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330065/ERR4330065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330065/ERR4330065_2.fastq.gz	2
64	AsnicarF_2021	SAMEA7041173	ERR4330066	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330066/ERR4330066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330066/ERR4330066_2.fastq.gz	2
65	AsnicarF_2021	SAMEA7041174	ERR4330067	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330067/ERR4330067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330067/ERR4330067_2.fastq.gz	2
66	AsnicarF_2021	SAMEA7041175	ERR4330068	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330068/ERR4330068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330068/ERR4330068_2.fastq.gz	2
67	AsnicarF_2021	SAMEA7041176	ERR4330069	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330069/ERR4330069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330069/ERR4330069_2.fastq.gz	2
68	AsnicarF_2021	SAMEA7041177	ERR4330070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330070/ERR4330070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330070/ERR4330070_2.fastq.gz	2
69	AsnicarF_2021	SAMEA7041178	ERR4330071	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330071/ERR4330071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330071/ERR4330071_2.fastq.gz	2
70	AsnicarF_2021	SAMEA7041179	ERR4330072	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330072/ERR4330072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330072/ERR4330072_2.fastq.gz	2
71	AsnicarF_2021	SAMEA7041180	ERR4330073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330073/ERR4330073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330073/ERR4330073_2.fastq.gz	2
72	AsnicarF_2021	SAMEA7041181	ERR4330074	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330074/ERR4330074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330074/ERR4330074_2.fastq.gz	2
73	AsnicarF_2021	SAMEA7041182	ERR4330075	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330075/ERR4330075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330075/ERR4330075_2.fastq.gz	2
74	AsnicarF_2021	SAMEA7041183	ERR4330076	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330076/ERR4330076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330076/ERR4330076_2.fastq.gz	2
75	AsnicarF_2021	SAMEA7041184	ERR4330077	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330077/ERR4330077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330077/ERR4330077_2.fastq.gz	2
76	AsnicarF_2021	SAMEA7041185	ERR4330078	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330078/ERR4330078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330078/ERR4330078_2.fastq.gz	2
77	AsnicarF_2021	SAMEA7041186	ERR4330079	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330079/ERR4330079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330079/ERR4330079_2.fastq.gz	2
78	AsnicarF_2021	SAMEA7041187	ERR4330080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330080/ERR4330080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330080/ERR4330080_2.fastq.gz	2
79	AsnicarF_2021	SAMEA7041188	ERR4330081	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330081/ERR4330081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330081/ERR4330081_2.fastq.gz	2
80	AsnicarF_2021	SAMEA7041189	ERR4330082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330082/ERR4330082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330082/ERR4330082_2.fastq.gz	2
81	AsnicarF_2021	SAMEA7041190	ERR4330083	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330083/ERR4330083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330083/ERR4330083_2.fastq.gz	2
82	AsnicarF_2021	SAMEA7041191	ERR4330084	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330084/ERR4330084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330084/ERR4330084_2.fastq.gz	2
83	AsnicarF_2021	SAMEA7041192	ERR4330085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330085/ERR4330085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330085/ERR4330085_2.fastq.gz	2
84	AsnicarF_2021	SAMEA7041193	ERR4330086	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330086/ERR4330086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330086/ERR4330086_2.fastq.gz	2
85	AsnicarF_2021	SAMEA7041194	ERR4330087	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330087/ERR4330087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330087/ERR4330087_2.fastq.gz	2
86	AsnicarF_2021	SAMEA7041195	ERR4330088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330088/ERR4330088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330088/ERR4330088_2.fastq.gz	2
87	AsnicarF_2021	SAMEA7041196	ERR4330089	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330089/ERR4330089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330089/ERR4330089_2.fastq.gz	2
88	AsnicarF_2021	SAMEA7041197	ERR4330090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330090/ERR4330090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330090/ERR4330090_2.fastq.gz	2
